Id,MSZoning,LotConfig,BldgType,Exterior1st,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
914,FV,Inside,TwnhsE,VinylSd,160,3000,5,2009,2009,0,612,173733
1404,RL,Corner,1Fam,Wd Sdng,50,10410,4,1915,1950,0,672,105000
1647,RL,Inside,1Fam,HdBoard,20,7830,5,1970,1970,0,1180,
2687,RL,Corner,1Fam,VinylSd,20,10936,5,2006,2006,0,1504,
1108,RL,Inside,1Fam,VinylSd,60,8063,5,2000,2000,0,924,181000
150,RL,Corner,1Fam,HdBoard,20,10356,6,1975,1975,0,969,122000
2653,RL,Corner,1Fam,VinylSd,20,12228,5,2006,2006,0,1721,
774,RL,Corner,1Fam,VinylSd,20,14226,5,2006,2006,0,1935,395000
329,RM,Corner,1Fam,Wd Sdng,70,6402,5,1920,1950,0,596,78000
6,RL,Inside,1Fam,VinylSd,20,10084,5,2004,2005,0,1686,307000
943,RL,Inside,Duplex,HdBoard,90,25000,4,1967,1967,0,1632,143000
822,RL,Corner,1Fam,VinylSd,60,12394,5,2003,2003,0,847,225000
734,RL,Corner,1Fam,Plywood,20,8978,5,1968,1968,0,948,108000
909,RL,Inside,1Fam,VinylSd,60,12589,5,2005,2005,0,742,174000
468,RL,Inside,1Fam,VinylSd,20,11428,5,2006,2006,0,1626,250000
181,RL,Inside,1Fam,Stucco,70,7588,6,1920,1950,0,793,200100
164,RM,Corner,1Fam,MetalSd,40,5400,7,1926,2004,0,1149,152000
1979,RL,Corner,TwnhsE,VinylSd,120,12304,5,2005,2005,0,1367,
451,RL,Inside,1Fam,Plywood,20,70761,5,1975,1975,0,1533,280000
490,RM,Inside,TwnhsE,CemntBd,160,2665,6,1976,1976,0,264,115000
1873,RL,Inside,1Fam,VinylSd,20,9757,7,1994,1994,0,990,
1143,RL,Inside,1Fam,Wd Sdng,20,9000,3,1959,1959,0,1006,80000
1311,RL,Inside,1Fam,VinylSd,20,8814,5,2005,2007,0,1274,203000
2178,RM,Inside,TwnhsE,VinylSd,120,4426,5,2004,2004,0,848,
1111,RL,Inside,1Fam,Plywood,60,10480,6,1976,1976,0,803,205000
2779,RM,Inside,1Fam,MetalSd,30,7741,5,1924,1950,72,1032,
1441,RM,Inside,TwnhsE,VinylSd,120,4426,5,2004,2004,0,848,149300
1764,RL,Inside,1Fam,BrkComm,20,9900,5,1967,1967,0,1680,
1995,RL,Inside,1Fam,HdBoard,75,9660,5,1997,1997,0,1173,
1627,RL,Inside,1Fam,VinylSd,60,11792,5,2003,2003,0,1008,
1632,RL,Inside,1Fam,VinylSd,80,8923,5,1998,1998,0,384,
1074,RL,Inside,1Fam,VinylSd,20,8556,5,2006,2006,0,1240,194000
2238,RL,FR2,1Fam,VinylSd,20,9278,5,2007,2008,0,1092,
2031,FV,Inside,TwnhsE,VinylSd,120,4385,5,2001,2001,0,1419,
2280,RH,Inside,TwnhsE,MetalSd,120,4113,5,2001,2001,0,1337,
2655,RL,Corner,1Fam,VinylSd,60,13975,5,2005,2006,0,1090,
2752,RL,Inside,1Fam,Wd Sdng,20,13300,5,1956,2001,0,1015,
327,RL,Inside,1Fam,Wd Sdng,20,11600,5,1960,1960,0,1383,145250
442,RM,Inside,1Fam,MetalSd,50,6240,7,1930,1992,0,1078,162900
2415,RL,Inside,1Fam,Wd Sdng,20,10950,6,1952,1952,0,948,
2610,RL,Inside,1Fam,Plywood,20,27697,3,1961,1961,0,1396,
832,RL,CulDSac,1Fam,VinylSd,60,9548,6,2003,2003,0,941,237000
2309,RL,Inside,TwnhsE,MetalSd,120,6240,5,2006,2006,0,1324,
2035,FV,Inside,Twnhs,MetalSd,160,2645,5,1999,1999,0,960,
1414,RL,Inside,1Fam,Wd Sdng,50,13053,7,1923,2000,0,833,207000
1201,RL,Corner,1Fam,VinylSd,60,10400,5,1998,1998,0,866,197900
1499,FV,Inside,Twnhs,VinylSd,160,2544,5,2005,2005,0,600,
1762,RL,Corner,1Fam,HdBoard,80,11475,6,1961,1961,0,1208,
86,RL,Inside,1Fam,VinylSd,60,11911,5,2005,2005,0,684,174000
1403,RL,CulDSac,1Fam,VinylSd,20,15256,5,2007,2007,0,1485,282922
2848,RL,Inside,1Fam,VinylSd,60,8726,5,2002,2002,0,872,
1481,RL,Inside,TwnhsE,VinylSd,120,7132,5,2006,2006,0,1370,
777,RL,Inside,1Fam,HdBoard,20,13350,5,1974,1974,0,864,142500
2007,FV,Inside,1Fam,CemntBd,20,7500,5,2007,2008,0,1218,
1666,RL,CulDSac,1Fam,VinylSd,60,23303,5,2007,2007,0,1508,
54,RL,Inside,1Fam,MetalSd,80,7134,5,1955,1955,0,384,130000
2297,RL,Corner,1Fam,MetalSd,20,13615,5,2006,2006,0,1802,
1287,RL,Inside,1Fam,Wd Sdng,20,36500,5,1964,1964,0,1624,190000
1667,RL,Inside,1Fam,VinylSd,20,10367,5,2008,2008,0,1739,
2515,RL,Inside,1Fam,VinylSd,60,10021,6,1997,2006,0,635,
2093,RM,Inside,1Fam,Stucco,30,5400,6,1920,2006,0,931,
1701,RL,Inside,1Fam,VinylSd,20,11194,5,2008,2008,0,1696,
1245,RL,Inside,1Fam,VinylSd,80,12090,7,1984,2003,0,585,178000
113,RL,Corner,1Fam,Wd Sdng,20,21000,5,1953,1953,869,1809,217000
2732,RL,Inside,1Fam,WdShing,20,9600,6,1961,1990,0,1251,
987,RL,Inside,1Fam,VinylSd,20,10159,5,2009,2010,0,1930,395192
501,FV,Inside,1Fam,VinylSd,60,9803,5,2005,2005,0,866,226700
2091,RM,Inside,1Fam,MetalSd,50,7628,6,1940,1985,0,801,
1009,RL,Inside,1Fam,Wd Sdng,50,6000,5,1926,1950,0,1008,102000
1198,RL,Inside,1Fam,VinylSd,20,9100,5,2001,2001,0,1212,178000
1394,RL,Inside,TwnhsE,VinylSd,120,4045,5,2006,2006,0,1356,246578
589,RM,Inside,1Fam,VinylSd,40,9100,6,1930,1960,0,742,79500
768,RL,Inside,1Fam,VinylSd,20,9100,5,2004,2005,0,1860,216837
17,RL,Inside,Duplex,MetalSd,90,10791,5,1967,1967,0,0,90000
1042,RL,Inside,Twnhs,VinylSd,120,5381,5,2005,2005,0,1306,196000
1447,RL,Inside,1Fam,VinylSd,60,10000,5,1995,1996,0,1220,240000
2395,RL,Inside,1Fam,Wd Sdng,20,11382,5,1964,1964,543,1130,
285,FV,Inside,TwnhsE,MetalSd,160,4251,5,2006,2007,0,625,164700
2566,RL,Inside,2fmCon,VinylSd,190,6221,5,1941,1950,0,728,
428,RL,Inside,1Fam,VinylSd,20,6762,5,2007,2007,0,1208,195400
1328,RM,Corner,1Fam,BrkFace,50,10440,7,1920,1950,0,1510,256000
2417,RL,Corner,1Fam,VinylSd,20,8540,8,1956,2003,691,925,
669,RL,Inside,1Fam,MetalSd,30,11600,5,1922,1950,0,700,137500
31,RL,CulDSac,1Fam,HdBoard,20,8544,6,1966,2006,0,1228,149350
1341,RL,Inside,1Fam,VinylSd,20,13695,5,2003,2004,0,1114,155000
722,RL,Inside,1Fam,MetalSd,20,8120,7,1970,1970,0,864,124500
951,RH,Corner,1Fam,VinylSd,20,7800,5,1965,1965,0,828,119900
2228,RL,Corner,1Fam,VinylSd,60,12852,5,2007,2007,0,920,
214,RL,FR2,1Fam,HdBoard,60,10900,7,1977,1977,0,689,161750
989,FV,Inside,1Fam,VinylSd,60,8125,5,2006,2006,0,770,197000
1164,RL,FR2,1Fam,Plywood,80,16157,7,1978,1978,391,1360,194000
2718,RL,Corner,2fmCon,Plywood,190,13110,6,1972,1972,0,1153,
1874,RL,Inside,1Fam,VinylSd,20,14753,5,1998,1998,0,1463,
326,RL,CulDSac,TwnhsE,BrkFace,120,10846,5,1993,1993,0,1719,324000
560,RL,Inside,1Fam,Wd Sdng,20,11341,6,1957,1996,0,1392,121500
1383,RL,Inside,1Fam,Wd Sdng,30,25339,7,1918,2007,0,816,112000
1724,RL,CulDSac,1Fam,VinylSd,60,11492,5,1996,1997,0,913,
1086,RM,Inside,TwnhsE,CemntBd,160,1974,5,1973,1973,0,546,83500
2266,RL,Inside,1Fam,VinylSd,20,14082,5,2006,2006,0,2220,
341,RH,Inside,1Fam,Wd Sdng,20,8400,4,1950,1950,0,721,82000
1653,RL,FR2,TwnhsE,Plywood,160,2308,5,1976,1976,0,804,
147,RL,CulDSac,1Fam,VinylSd,60,9505,5,2001,2001,0,884,222500
2274,RL,Inside,1Fam,HdBoard,20,13001,5,1971,1971,121,1625,
2346,FV,Inside,1Fam,VinylSd,20,9000,5,2006,2007,0,1335,
1107,RL,CulDSac,1Fam,VinylSd,60,23257,5,2006,2006,0,868,274725
848,RL,Inside,1Fam,Wd Sdng,50,45600,8,1908,1997,0,907,240000
966,RL,Inside,1Fam,MetalSd,50,9600,7,1940,1950,0,728,160000
1072,RL,Inside,1Fam,MetalSd,50,7585,3,1948,1950,0,810,91500
2396,RL,Corner,1Fam,MetalSd,20,22002,7,1959,1991,0,1592,
155,RL,Corner,1Fam,Wd Sdng,50,9600,5,1924,1950,0,572,79000
665,RL,Corner,1Fam,VinylSd,60,11194,5,2000,2000,0,1406,230500
661,RL,CulDSac,1Fam,VinylSd,60,46589,7,1994,2005,180,1629,402000
1002,RL,Inside,1Fam,VinylSd,20,11957,5,2006,2006,0,1574,232000
2276,RL,Inside,1Fam,HdBoard,60,8000,6,1974,1974,153,1084,
2448,RM,Inside,1Fam,MetalSd,70,4571,7,1910,1950,0,616,
176,RL,Corner,1Fam,Plywood,60,10029,5,1988,1989,0,1151,211000
2581,C (all),Inside,1Fam,MetalSd,30,6060,9,1930,2007,0,837,
1524,RL,Corner,1Fam,MetalSd,20,10895,6,1955,1955,0,972,
2743,RL,Inside,1Fam,Wd Sdng,20,10152,6,1956,1994,0,1124,
1203,RL,Inside,1Fam,VinylSd,20,9750,5,2000,2001,0,1630,213000
24,RL,Inside,1Fam,Plywood,20,8246,8,1968,2001,668,1060,154000
2736,RL,Inside,1Fam,MetalSd,20,9888,6,1954,1975,0,936,
1867,RL,Inside,1Fam,VinylSd,20,11422,5,2007,2008,0,1838,
2545,RL,Inside,1Fam,HdBoard,20,8240,6,1960,1960,0,1179,
2234,RL,Inside,1Fam,VinylSd,20,7915,5,1999,2000,0,1666,
875,FV,Inside,1Fam,CemntBd,60,9000,5,2007,2007,0,1184,303477
2622,RL,CulDSac,1Fam,VinylSd,60,13128,5,2005,2005,0,1074,
938,RL,Inside,1Fam,VinylSd,60,8760,5,2006,2006,0,1391,239799
2624,RL,Inside,1Fam,CemntBd,160,13108,5,1994,1994,0,2062,
1552,RM,Inside,1Fam,Wd Sdng,70,12900,8,1912,2009,0,780,
346,RL,CulDSac,1Fam,MetalSd,20,12772,8,1960,1998,0,958,151500
2439,RM,Inside,1Fam,MetalSd,50,6000,6,1927,1950,0,845,
2892,C (all),Inside,2fmCon,WdShing,190,9000,6,1951,1951,0,660,
1905,RL,Inside,1Fam,BrkComm,50,15600,7,1949,2005,507,1067,
385,RL,Inside,TwnhsE,VinylSd,120,3182,5,2004,2005,0,1256,192000
1829,RM,Inside,1Fam,MetalSd,70,8094,6,1915,1950,0,1048,
2206,RL,Inside,1Fam,BrkFace,70,9670,6,1935,1950,0,608,
2440,RM,Corner,1Fam,AsbShng,30,4480,5,1922,1950,0,1022,
2132,RM,Corner,1Fam,VinylSd,30,7200,7,1925,1992,0,1040,
243,RL,Corner,TwnhsE,Plywood,160,10762,6,1980,1980,0,626,120000
2001,RL,Inside,1Fam,VinylSd,20,13253,5,2006,2006,0,1578,
1826,RM,Inside,1Fam,MetalSd,30,6120,6,1925,1999,0,960,
936,RL,Inside,1Fam,VinylSd,20,10083,5,2003,2003,0,1176,184900
1689,RL,Inside,1Fam,VinylSd,60,8965,5,2003,2003,0,782,
2509,RL,Inside,1Fam,VinylSd,20,8760,5,2006,2006,0,1489,
312,RM,Inside,2fmCon,MetalSd,190,7800,7,1939,1950,0,793,119900
1459,RL,Inside,1Fam,HdBoard,20,9937,6,1965,1965,290,1256,147500
2847,RL,Corner,1Fam,Stucco,20,11088,5,2002,2002,0,1348,
2046,RL,Inside,1Fam,MetalSd,60,8814,6,1968,1968,0,732,
1332,RL,Inside,1Fam,MetalSd,20,8877,6,1938,1958,0,816,100000
968,RM,Inside,1Fam,VinylSd,50,5925,6,1910,1950,0,600,37900
1454,FV,Inside,1Fam,VinylSd,20,7500,5,2004,2005,0,1221,185000
660,RL,CulDSac,1Fam,Plywood,60,12384,7,1976,1976,0,793,197900
935,RL,Inside,1Fam,MetalSd,30,5825,5,1926,1953,0,600,79900
370,RL,Inside,1Fam,VinylSd,60,8121,5,2000,2000,0,953,172400
566,RL,Inside,1Fam,VinylSd,60,11198,5,2005,2007,0,1122,325000
1854,RL,Inside,1Fam,Wd Sdng,80,19255,5,1983,1983,450,520,
1024,RL,Corner,1Fam,Stone,20,15498,6,1976,1976,400,1565,287000
824,FV,Inside,1Fam,VinylSd,20,11216,5,2006,2006,0,1489,232600
982,RL,Inside,1Fam,VinylSd,20,3182,5,2007,2007,0,1266,159895
2539,RL,Inside,1Fam,VinylSd,20,8334,5,2006,2007,0,1330,
1971,RL,Inside,1Fam,CemntBd,60,12151,5,2005,2005,0,1414,
1645,RL,Inside,1Fam,Plywood,20,10140,6,1974,1974,0,1116,
2821,RL,Corner,1Fam,WdShing,70,19950,7,1928,1950,0,672,
2181,RL,Corner,1Fam,VinylSd,20,11058,6,2007,2007,0,1564,
2058,RL,Inside,1Fam,Wd Sdng,20,8856,4,1957,1957,52,1176,
813,RL,Inside,1Fam,MetalSd,20,9750,6,1958,1958,0,1442,157900
1792,RL,Inside,1Fam,HdBoard,20,11500,4,1967,1967,60,1040,
1430,RL,Inside,1Fam,VinylSd,60,21930,5,2005,2005,0,732,192140
778,RH,Inside,Duplex,Plywood,90,8400,5,1977,1977,0,0,144000
1749,RL,Inside,1Fam,HdBoard,20,9000,5,1969,1969,0,1216,
1320,RL,Inside,1Fam,BrkFace,20,8400,3,1957,1957,661,1478,156500
2040,RL,Inside,1Fam,VinylSd,20,16280,9,1976,2007,382,1426,
2793,RM,Inside,1Fam,AsbShng,50,6120,5,1930,1950,0,728,
1052,RL,Corner,1Fam,VinylSd,60,9500,6,1964,1978,0,816,165000
2256,RL,Inside,1Fam,VinylSd,60,7500,5,1999,2003,0,938,
1013,RM,Inside,1Fam,MetalSd,30,7200,4,1910,2006,465,1022,85000
1401,RL,Inside,1Fam,VinylSd,60,7415,5,2004,2004,0,839,193000
1822,C (all),Corner,1Fam,AsbShng,30,9392,3,1900,1950,0,245,
2183,RL,Inside,1Fam,HdBoard,20,9825,5,1966,1966,0,1092,
2425,RL,Corner,1Fam,MetalSd,50,10284,7,1925,1993,66,1151,
2677,RL,FR3,1Fam,VinylSd,60,12104,5,2006,2006,0,1035,
126,RL,Inside,TwnhsE,Plywood,120,4928,5,1976,1976,0,1078,128000
2011,RL,Corner,1Fam,VinylSd,20,9260,5,2007,2007,0,1162,
2855,RL,Inside,1Fam,VinylSd,60,8581,5,2006,2006,0,851,
887,RL,Inside,1Fam,MetalSd,50,16466,7,1955,1955,0,816,135500
2389,RL,CulDSac,1Fam,Wd Sdng,20,14357,5,1961,1961,167,864,
1347,RL,Corner,1Fam,VinylSd,20,15306,5,2006,2007,0,1732,283463
1007,RM,Inside,TwnhsE,CemntBd,160,2217,4,1970,1970,273,546,88000
355,RL,Inside,1Fam,VinylSd,20,11249,5,1995,1995,544,1200,177500
1003,RL,Corner,Duplex,VinylSd,90,11500,6,1976,1976,0,1680,136905
1483,RL,Inside,TwnhsE,VinylSd,120,3203,5,2006,2006,0,1145,
682,RL,Inside,1Fam,Wd Sdng,120,2887,5,1996,1997,0,1291,173000
827,RL,Inside,1Fam,VinylSd,20,8529,5,2001,2001,0,1454,189000
1907,RM,Inside,Twnhs,MetalSd,160,1733,6,1980,1980,0,516,
1977,RL,Corner,1Fam,VinylSd,60,16451,5,2003,2003,0,1765,
1999,RL,CulDSac,1Fam,VinylSd,60,11929,7,1995,1995,0,1242,
984,RL,Inside,Duplex,Plywood,90,10125,5,1977,1977,0,0,126000
1233,RL,Inside,1Fam,Plywood,20,12160,5,1959,1959,0,1188,142000
2482,RL,Inside,1Fam,HdBoard,20,8665,5,1968,1968,288,876,
1991,RL,Inside,1Fam,VinylSd,60,8220,5,2000,2001,0,982,
140,RL,FR2,1Fam,HdBoard,20,10500,5,1971,1971,0,864,115000
217,RM,Inside,1Fam,MetalSd,70,9906,4,1925,1950,0,686,107000
2397,RL,Inside,1Fam,Wd Sdng,45,12172,7,1940,1996,259,822,
362,RL,Corner,1Fam,HdBoard,85,7301,5,2003,2003,0,0,198500
2591,RL,Inside,1Fam,VinylSd,20,8368,5,2006,2007,0,1689,
345,RL,Inside,1Fam,MetalSd,50,6435,5,1939,1950,0,972,140200
1948,RL,Inside,1Fam,Plywood,20,12680,6,1988,1988,0,1675,
22,RL,Inside,1Fam,VinylSd,20,9742,5,2002,2002,0,1777,230000
711,C (all),Inside,1Fam,MetalSd,50,8712,7,1900,1950,0,859,102776
1157,RL,Inside,Twnhs,VinylSd,120,5001,5,2007,2008,0,1314,230000
2051,RL,Corner,1Fam,Plywood,20,9900,5,1961,1961,0,1114,
871,RL,Inside,1Fam,VinylSd,60,8750,5,1998,1998,0,804,200500
1954,RL,Inside,1Fam,VinylSd,60,9743,6,1969,1969,0,720,
1961,RM,Inside,Twnhs,HdBoard,160,1680,5,1973,1973,0,483,
10,RL,Inside,1Fam,HdBoard,20,11200,5,1965,1965,0,1040,129500
2350,FV,Corner,1Fam,CemntBd,20,10440,5,2007,2007,0,1574,
2460,RM,Inside,1Fam,Wd Sdng,50,6240,8,1939,1952,0,672,
2749,RL,Inside,1Fam,HdBoard,20,13600,6,1955,1955,912,1056,
1834,RM,Corner,2fmCon,MetalSd,190,5852,5,1902,2000,0,1020,
793,RL,Inside,1Fam,CemntBd,20,9158,5,2007,2007,0,1496,225000
1315,RL,Inside,1Fam,HdBoard,60,11075,5,1969,1969,276,952,206900
754,RL,Inside,1Fam,Plywood,20,7930,8,1969,2005,472,1026,156000
626,RL,Inside,1Fam,Wd Sdng,20,12342,5,1960,1978,0,978,139900
94,RL,Inside,1Fam,VinylSd,60,9337,5,1997,1997,0,824,204750
1964,RL,FR2,TwnhsE,Plywood,160,2308,6,1975,1975,294,855,
129,RL,Inside,1Fam,Plywood,20,8973,7,1958,1991,28,1008,150000
1708,FV,Inside,1Fam,VinylSd,20,12606,5,2007,2008,0,1530,
843,RL,Corner,Duplex,BrkFace,90,8000,4,1961,1961,0,1800,141000
323,RM,Inside,1Fam,VinylSd,20,5820,8,1955,2005,0,1162,126175
2599,RL,Inside,1Fam,MetalSd,20,43500,5,1953,1953,0,0,
1941,RL,FR3,1Fam,HdBoard,60,14067,5,1991,1991,0,836,
1284,RL,Inside,1Fam,Wd Sdng,50,9638,7,1919,1990,0,804,169000
1671,RL,Corner,1Fam,VinylSd,20,15274,5,2003,2003,0,2452,
2828,RL,Inside,Duplex,HdBoard,90,9069,8,1993,1993,1083,1344,
14,RL,Corner,1Fam,MetalSd,20,10920,5,1960,1960,0,1253,157000
2282,RM,Inside,Twnhs,HdBoard,160,2205,6,1973,1973,0,525,
947,RL,Inside,1Fam,VinylSd,20,14536,5,2002,2003,0,1616,270000
215,RL,Inside,1Fam,HdBoard,20,10011,6,1957,1996,0,1070,134450
1900,RL,Inside,1Fam,Wd Sdng,50,13680,6,1940,1950,0,840,
227,RM,Inside,Twnhs,HdBoard,160,1869,6,1970,1970,0,483,106000
2330,RL,Inside,1Fam,VinylSd,60,12191,5,1997,1998,0,1779,
1182,RL,Corner,1Fam,Wd Sdng,60,15623,5,1996,1996,0,2396,745000
1932,RL,Inside,1Fam,VinylSd,60,10457,7,1969,1969,288,784,
805,RL,FR2,1Fam,VinylSd,20,12274,5,2008,2008,0,1417,227680
2618,RL,Corner,1Fam,HdBoard,20,11727,6,1969,1969,0,1851,
864,FV,Inside,1Fam,VinylSd,20,8640,5,2007,2008,0,1372,250580
1865,RL,Inside,1Fam,VinylSd,20,10816,5,2008,2008,0,1720,
1658,RL,Inside,TwnhsE,Plywood,120,2104,6,1976,1976,0,836,
516,RL,Corner,1Fam,HdBoard,80,10448,6,1972,1972,0,689,158000
1545,RM,Inside,1Fam,MetalSd,50,6000,6,1940,1950,0,572,
1857,RL,Inside,Duplex,HdBoard,90,7018,5,1979,1979,0,0,
597,RL,Inside,TwnhsE,VinylSd,120,3922,5,2006,2007,0,1258,194201
195,RL,FR2,Twnhs,Plywood,160,2280,6,1976,1976,0,855,148500
1277,RL,CulDSac,1Fam,HdBoard,80,17871,5,1967,1976,0,1680,197900
288,RL,Inside,1Fam,MetalSd,20,9819,5,1967,1967,0,882,122000
950,RL,Inside,1Fam,VinylSd,20,7200,8,1950,2002,149,864,129000
2741,RL,Corner,1Fam,Wd Sdng,20,9610,6,1958,1958,0,1121,
2488,RL,Inside,1Fam,VinylSd,20,11375,5,1954,1995,0,967,
2780,RM,Inside,1Fam,MetalSd,30,5633,7,1925,1950,0,844,
1120,RM,Inside,1Fam,BrkFace,30,8263,5,1920,1950,0,1012,118400
2092,RM,Corner,1Fam,WdShing,50,7308,5,1920,1950,0,936,
549,FV,Inside,1Fam,VinylSd,60,9375,5,2003,2004,0,912,263000
156,RL,Inside,1Fam,Wd Sdng,20,7200,7,1950,1950,0,0,109500
419,RL,Inside,1Fam,VinylSd,20,8450,6,1968,1968,0,1056,142000
922,RL,Inside,1Fam,VinylSd,20,10237,5,2005,2006,0,1316,169990
2908,RL,Corner,Duplex,Plywood,90,11836,5,1970,1970,0,1652,
477,RL,Inside,1Fam,VinylSd,60,13693,5,2006,2006,0,2153,380000
2116,RM,Inside,1Fam,Wd Sdng,50,6000,7,1937,2000,162,825,
1692,RL,Inside,1Fam,VinylSd,80,9734,5,2004,2004,113,384,
2148,RL,Inside,1Fam,HdBoard,80,10200,8,1970,1970,0,864,
2785,RM,Inside,1Fam,AsbShng,30,7830,5,1921,1950,0,492,
1523,RL,Inside,1Fam,WdShing,20,10950,7,1952,1952,0,864,
1471,RM,Inside,Twnhs,HdBoard,160,1680,5,1971,1971,0,483,
553,RL,Inside,1Fam,VinylSd,20,8777,5,1949,2003,0,0,108000
1202,RM,Corner,1Fam,Wd Sdng,50,6000,8,1925,1997,0,884,117000
390,RL,Inside,1Fam,MetalSd,50,8405,8,1900,1950,391,861,119000
578,FV,Corner,TwnhsE,VinylSd,160,3604,5,2007,2007,0,689,146000
1669,RL,Corner,1Fam,VinylSd,20,13514,5,2008,2008,0,1774,
2701,RL,Inside,1Fam,Wd Sdng,20,9100,4,1962,1962,0,988,
2117,RM,Inside,1Fam,Wd Sdng,50,6000,5,1939,1950,0,739,
2138,RL,Inside,1Fam,HdBoard,80,13014,5,1978,1978,0,1008,
1970,RL,Inside,1Fam,CemntBd,60,12539,5,2005,2006,0,1620,
2647,RL,Inside,TwnhsE,Plywood,120,4043,5,1975,1975,156,1069,
1639,RL,Inside,1Fam,Plywood,60,12388,7,1980,1991,0,1043,
820,RL,CulDSac,1Fam,VinylSd,60,7226,5,2003,2003,0,798,183000
1985,RM,Inside,TwnhsE,VinylSd,120,3940,5,2004,2004,0,1393,
2790,RM,Inside,1Fam,HdBoard,20,9750,5,1958,1958,0,960,
1006,RL,Inside,1Fam,Plywood,20,12155,3,1970,1970,0,1657,163500
1248,RM,Inside,1Fam,AsbShng,75,9600,5,1917,1950,0,735,129500
144,RM,Inside,Duplex,HdBoard,90,9100,5,1963,1963,0,1728,125000
664,RL,CulDSac,1Fam,VinylSd,20,20896,5,2005,2006,0,2077,423000
2587,RL,Inside,1Fam,Plywood,80,8750,6,1975,1975,530,852,
142,RL,Corner,1Fam,BrkFace,50,8520,4,1952,1952,0,910,166000
2542,RL,Inside,1Fam,HdBoard,85,9825,5,1967,1967,0,936,
1046,RL,Inside,1Fam,CemntBd,60,16056,5,2005,2006,0,1992,556581
1888,RL,Corner,1Fam,VinylSd,60,11069,5,2007,2007,0,608,
421,RL,FR2,1Fam,CemntBd,20,16635,7,1977,2000,0,1602,215000
1660,RL,Inside,1Fam,VinylSd,60,14257,5,2007,2007,0,1776,
1714,FV,Inside,1Fam,VinylSd,60,8127,5,2003,2003,0,812,
799,RL,Corner,1Fam,Wd Sdng,50,7200,7,1937,1950,0,731,175000
2319,RL,Inside,1Fam,VinylSd,20,7697,6,2007,2007,0,1246,
615,RL,Inside,1Fam,MetalSd,85,8800,7,1963,1963,0,936,137500
1318,RL,CulDSac,1Fam,VinylSd,20,14781,5,2001,2002,0,1753,275000
2034,FV,Corner,1Fam,VinylSd,60,10646,5,2001,2001,0,858,
295,RL,CulDSac,1Fam,HdBoard,80,7937,6,1984,1984,0,1003,142500
401,RL,Inside,1Fam,VinylSd,20,8767,5,2005,2005,0,1310,164990
88,C (all),Corner,1Fam,Plywood,50,8470,2,1915,1982,0,1013,85000
2392,RL,Inside,1Fam,HdBoard,20,8800,6,1966,1966,0,1174,
1772,RL,Corner,1Fam,Plywood,20,10400,5,1956,1956,750,1200,
2873,RL,Inside,1Fam,MetalSd,50,10890,5,1938,1950,0,1058,
131,RL,Corner,1Fam,VinylSd,60,12224,5,2000,2000,0,992,244000
573,RL,Inside,1Fam,VinylSd,80,9967,5,2000,2000,0,384,170000
2086,RM,Inside,1Fam,WdShing,50,9184,7,1948,2005,0,780,
77,RM,Inside,1Fam,Wd Sdng,50,8635,5,1948,2001,41,672,127000
1402,RL,Inside,1Fam,VinylSd,20,6762,5,2006,2006,0,1286,193879
2401,RL,Inside,1Fam,HdBoard,20,9600,6,1955,1955,0,1078,
2530,RL,Inside,1Fam,VinylSd,20,11354,5,2000,2000,0,1673,
1188,RL,Inside,1Fam,VinylSd,60,8935,5,2002,2002,0,831,195000
724,RL,Inside,1Fam,CemntBd,20,13286,5,2007,2008,0,1698,320000
1314,RL,Inside,1Fam,Wd Sdng,20,8190,6,1954,1954,0,948,119000
2288,RL,Corner,1Fam,VinylSd,20,14333,5,2007,2007,0,2108,
1851,RL,Inside,1Fam,Wd Sdng,20,7440,6,1954,1954,0,1089,
269,RL,Corner,1Fam,HdBoard,20,7917,7,1976,1976,0,1143,148000
2231,RL,Inside,1Fam,Wd Sdng,20,12890,5,1989,1989,0,1495,
2418,RL,Inside,1Fam,MetalSd,50,7150,4,1955,1955,0,1190,
2775,RM,Inside,1Fam,Wd Sdng,50,9600,8,1900,2004,0,780,
2806,RL,Inside,1Fam,VinylSd,20,5500,5,2004,2004,373,1073,
1372,RL,Corner,1Fam,VinylSd,60,9750,6,1998,1998,0,1108,274300
1855,RL,Corner,1Fam,VinylSd,60,10560,5,1993,1994,0,1079,
2531,RL,Inside,1Fam,VinylSd,60,8749,5,2003,2003,0,979,
917,RL,Inside,1Fam,VinylSd,20,17140,6,1956,1956,0,1134,135000
1343,RL,Inside,1Fam,BrkFace,50,7558,6,1928,1950,0,896,177000
1319,RL,Inside,1Fam,Wd Sdng,20,10215,5,1954,1954,0,864,111000
2501,RL,Inside,1Fam,Wd Sdng,50,11100,6,1951,1994,0,1080,
2796,RM,Inside,1Fam,BrkFace,50,33120,5,1962,1962,0,1595,
2018,RL,Inside,1Fam,Wd Sdng,20,8100,8,1961,2007,0,864,
587,RL,Inside,1Fam,HdBoard,85,8740,6,1982,1982,0,840,137000
1953,RL,Inside,1Fam,HdBoard,60,10400,6,1980,1988,0,738,
2110,RM,Corner,1Fam,Wd Sdng,50,7425,7,1945,1950,0,672,
2909,RM,Inside,Twnhs,CemntBd,180,1470,6,1970,1970,0,630,
375,RL,Inside,1Fam,Wd Sdng,30,10020,1,1922,1950,0,683,61000
